Country,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Sweden,0.7994486,0.78304935,0.7704689,0.7601557,0.75098696,0.74220834,0.7333575,0.7201972,0.6968061,0.66153393,0.61730733,0.56879787,0.522569,0.4835951,0.4548539,0.43498263,0.42239027,0.41472707,0.409672,0.40480666,0.39815547,0.38778896,0.3742699,0.35961113,0.34518745,0.33214743,0.32132015,0.31277819,0.30616934,0.30124283,0.29732518,0.29403787,0.29097414,0.28714757,0.2822578,0.27656577,0.26989708,0.26250758,0.25458918,0.24645145
Switzerland,0.9667801,0.9402331,0.9187486,0.9020146,0.888718,0.8760061,0.8621384,0.843861,0.8181527,0.78441515,0.74646688,0.7074754,0.670641,0.6393805,0.6148794,0.59657927,0.5832575,0.5730442,0.5635986,0.55377307,0.54303145,0.5311855,0.51869135,0.50601363,0.4939568,0.4826776,0.4725842,0.4637728,0.4563105,0.4499173,0.44470625,0.43990736,0.4349704,0.42901154,0.42171164,0.4139204,0.4060867,0.39836266,0.39077604,0.38305519
Syria,7.014402,5.0531292,4.7912712,4.550585,4.3390224,4.1492783,3.9768032,3.8183678,3.6744175,3.5308533,3.3827015,3.2337566,3.081173,2.930466,2.7831295,2.645641,2.5192293,2.4051912,2.3016619,2.2109697,2.1322031,2.0659609,2.0108158,1.9677145,1.9325647,1.9068398,1.8917389,1.8874138,1.8922857,2.0160925,3.7131622,4.543243,4.7263626,4.1815098,3.9764214,2.3926031,2.3811838,2.262392,2.2809063,2.2272444
Tajikistan,12.834172,12.658199,12.37114,11.95192,11.4453125,10.9436554,10.5129395,10.262345,10.254815,10.538316,10.983258,11.341397,11.410151,11.21606,10.81283,10.2747925,9.663262,9.014124,8.3657135,7.729058,7.127867,6.559716,6.036282,5.5874718,5.209603,4.8967674,4.647018,4.453304,4.291971,4.1583015,4.038952,3.938741,3.8394966,3.7419647,3.64975,3.5531654,3.4459545,3.3497692,3.246623,3.1419
Tanzania,17.804735,17.83451,17.843388,17.787688,17.63859,17.42356,17.173561,16.914877,16.686743,16.493037,16.33013,16.15503,15.94918,15.691606,15.37604,14.957457,14.405257,13.733723,12.985214,12.1920876,11.403259,10.666892,10.0041695,9.404502,8.891106,8.39045,7.9613266,7.525059,7.1739456,6.820782,6.518178,6.251927,5.9841194,5.802063,5.5815224,5.390089,5.1876778,5.0444267,4.8996468,4.71164
Thailand,5.543496,5.288573,5.039235,4.8013416,4.5704483,4.345483,4.127209,3.9126663,3.7051216,3.508783,3.3226086,3.1485275,2.9863787,2.8352432,2.6914286,2.5565022,2.4281185,2.3075897,2.1947453,2.087163,1.9866962,1.8913069,1.8014065,1.716301,1.6356688,1.5592297,1.4881864,1.4202137,1.3558034,1.2951807,1.2370229,1.1817495,1.1290915,1.0790528,1.0315863,0.9851302,0.9420206,0.9012203,0.8628444,0.8291029
Togo,17.103638,16.722137,16.365259,16.033023,15.723932,15.454738,15.200644,14.969795,14.750354,14.55185,14.350192,14.134418,13.901001,13.641595,13.356953,13.040622,12.700663,12.354674,12.000754,11.650481,11.3022385,10.963301,10.636729,10.323148,10.02593,9.741273,9.462407,9.186277,8.909288,8.639741,8.369838,8.106475,7.845783,7.592617,7.3509026,7.116091,6.880001,6.6646,6.461484,6.260445
Tonga,2.78243,2.7064178,2.6410004,2.5797674,2.5185514,2.4548717,2.3812271,2.3021793,2.2194231,2.1359102,2.0605026,1.9957151,1.9392426,1.8903345,1.8498846,1.8143171,1.776959,1.7388182,1.6965435,1.6507189,1.6040207,1.5579006,1.5149111,1.4754485,1.4386883,1.4040287,1.3722465,1.3437894,1.3181759,1.2939967,1.2755364,1.2594442,1.248046,1.2372729,1.2247515,1.2099565,1.1908189,1.1697149,1.1433964,1.1139883
Trinidad and Tobago,3.6889427,3.5780033,3.4783722,3.384323,3.2972836,3.2179226,3.1475887,3.0845997,3.028921,2.9816698,2.9419735,2.9088413,2.883441,2.8606136,2.8430058,2.8352827,2.8266056,2.8209118,2.8133018,2.7936058,2.7675022,2.7267334,2.6806114,2.6188944,2.5602827,2.4902075,2.420512,2.3542145,2.289037,2.2197226,2.1534838,2.0847294,2.0228659,1.9643337,1.9028856,1.8459984,1.7911448,1.739367,1.6812677,1.6331766
Tunisia,8.4420044,7.961011,7.51058,7.091384,6.709024,6.3678,6.062721,5.7918118,5.541683,5.298243,5.0586258,4.8086906,4.5524197,4.277701,4.003741,3.728917,3.465706,3.221485,2.996321,2.7966724,2.6207903,2.4650095,2.327494,2.2074533,2.1029219,2.0164484,1.9439646,1.8857424,1.8387053,1.8016087,1.7722202,1.7492897,1.7303286,1.717336,1.7098972,1.705785,1.700787,1.6862038,1.6614641,1.6321344
Turkey,11.568979,10.9757545,10.405735,9.8533104,9.324816,8.818902,8.333782,7.869954,7.416804,6.977012,6.5495605,6.1425926,5.7546402,5.3829918,5.0304153,4.6949234,4.3736294,4.073134,3.788109,3.5197704,3.268455,3.0336296,2.8147438,2.610867,2.4245672,2.2497616,2.0914415,1.945676,1.8114952,1.688856,1.5770455,1.4743916,1.3814449,1.2951419,1.2150927,1.140595,1.071222,1.0066368,0.9491876,0.8980168
Turkmenistan,10.963216,10.496961,10.024023,9.558687,9.131816,8.735972,8.3984344,8.1293785,7.935234,7.854141,7.848623,7.8918434,7.955138,7.99404,7.9508064,7.831738,7.619756,7.329022,6.982806,6.605837,6.2257988,5.8640694,5.5233486,5.223657,4.9629852,4.7446724,4.5631058,4.4202335,4.322693,4.259806,4.2174442,4.2082222,4.215025,4.2438816,4.283627,4.3152695,4.3176907,4.2798542,4.221617,4.1427803
Turks and Caicos Islands,2.3673203,2.2043964,2.0573187,1.9252813,1.8055937,1.6963655,1.5952271,1.5046047,1.4215758,1.3451152,1.2752179,1.2116704,1.1515374,1.0956038,1.04512615,0.9974652,0.9522544,0.9093027,0.8689761,0.8312319,0.79536753,0.76281023,0.7323199,0.7042034,0.67890477,0.65639844,0.63640113,0.61802893,0.60038795,0.58388486,0.56953335,0.55534325,0.5411461,0.5273534,0.5150464,0.5026909,0.49009395,0.47653575,0.46304255,0.44893904
Tuvalu,5.925157,5.769037,5.6357788,5.533776,5.465008,5.4114758,5.3658302,5.326549,5.279258,5.2203217,5.1515984,5.0695114,4.9742912,4.863675,4.738093,4.602507,4.463969,4.331596,4.2165867,4.1150803,4.031959,3.9558895,3.872965,3.7778423,3.664249,3.5372547,3.4047733,3.2659214,3.1333286,3.0111525,2.9018469,2.7996185,2.7082264,2.6102861,2.5259382,2.4340935,2.3572393,2.2678556,2.192766,2.125409
Uganda,21.343764,20.762383,20.190555,19.7245,19.381563,19.14393,18.928615,18.646854,18.286198,17.88197,17.463507,17.075339,16.761813,16.526042,16.3065,16.041805,15.671515,15.191652,14.610341,13.927454,13.15762,12.347496,11.516388,10.7184364,9.978983,9.309755,8.7032585,8.1695625,7.639675,7.159594,6.6711914,6.246341,5.912167,5.5975613,5.2709175,5.01742,4.773747,4.555987,4.367355,4.212818
Ukraine,2.4504375,2.3654058,2.2759916,2.1876644,2.1108606,2.0424028,1.9855495,1.9410688,1.9186829,1.9173521,1.9324995,1.9613302,1.9915928,2.014641,2.018322,1.9984573,1.9570042,1.8972097,1.824488,1.7451605,1.6648706,1.5859947,1.5147469,1.4506543,1.3947631,1.3427829,1.2874474,1.2297745,1.1718345,1.1159681,1.0646443,1.0191878,0.9792253,0.9448252,0.9150398,0.889604,0.86816635,0.8500279,0.8351534,0.8223226
United Arab Emirates,2.9106428,2.6640102,2.4568462,2.2739235,2.1200901,1.9814323,1.860341,1.7511192,1.6543806,1.5682936,1.4920825,1.42341,1.3620439,1.308777,1.26159725,1.219059,1.1812575,1.1464458,1.1148603,1.0864545,1.0589227,1.0322151,1.0068668,0.9827485,0.9611577,0.9399823,0.9171664,0.8918023,0.8657321,0.8406389,0.8176805,0.79697914,0.77863574,0.76063867,0.7416501,0.72108097,0.70000215,0.6787201,0.65793285,0.6371776
United Kingdom,1.27065115,1.2146577,1.1709057,1.1381065,1.1090337,1.0770728,1.0376398,0.988017,0.929656,0.87055645,0.8177137,0.77404346,0.7411923,0.71863737,0.7025615,0.68915114,0.6770147,0.66567416,0.65480165,0.64433975,0.6345152,0.6248909,0.61485567,0.6037319,0.59067793,0.5750068,0.5572136,0.5373258,0.516668,0.4968365,0.4792339,0.46465125,0.45406895,0.44744706,0.44323845,0.4399712,0.43643203,0.43209796,0.42607193,0.41853986
United States,1.3872934,1.3418995,1.3034944,1.2705508,1.2413564,1.2137612,1.1860305,1.1559674,1.1226803,1.0871529,1.0502464,1.0132842,0.9784277,0.9464855,0.9184179,0.89486475,0.8753249,0.8587968,0.8448663,0.8329701,0.82292,0.8140147,0.8053898,0.7961977,0.78607783,0.7743427,0.7613894,0.7475947,0.73365865,0.7203451,0.7082055,0.697497,0.6879688,0.67921586,0.67071624,0.66207647,0.65311427,0.64398417,0.634569,0.62429795
Uruguay,3.295648,3.0974434,2.9562223,2.8477514,2.743274,2.624185,2.4983755,2.3846678,2.2946144,2.2259428,2.1779142,2.1412222,2.1034306,2.0567434,1.9964682,1.9192068,1.8360222,1.7617617,1.7042995,1.6589533,1.6202652,1.5783131,1.5197931,1.4429336,1.3565735,1.2705478,1.1922278,1.1275996,1.077451,1.0375168,1.003231,0.9701207,0.933705,0.8909212,0.8427705,0.78990545,0.73470306,0.6801031,0.6284546,0.58230987
Uzbekistan,10.234695,9.557298,8.959883,8.428932,7.970465,7.5957726,7.313402,7.124305,7.028651,7.0077255,7.015583,7.019118,6.987284,6.9406845,6.859624,6.7360344,6.569282,6.3391495,6.0500126,5.711662,5.350976,4.9853874,4.6215046,4.2702137,3.9366505,3.6186096,3.3192158,3.0506227,2.8043411,2.5797995,2.3799648,2.205953,2.0520145,1.9187551,1.8020546,1.7014923,1.6166117,1.5424617,1.4725857,1.4066064
Vanuatu,5.8667828,5.4716145,5.098201,4.7605812,4.4591515,4.1920933,3.965856,3.7704094,3.601102,3.4509552,3.326069,3.2225178,3.1378704,3.072758,3.0221846,2.9792427,2.9447344,2.911368,2.884647,2.8565056,2.8393177,2.8278837,2.8239431,2.8244787,2.829571,2.8436298,2.8530725,2.8577412,2.8646404,2.8708366,2.8585419,2.8295649,2.7840645,2.7298565,2.6679981,2.6022215,2.5331945,2.4671448,2.4010963,2.3214132
Venezuela,4.0586933,3.9036003,3.7606464,3.6250122,3.4936016,3.362448,3.2263737,3.088435,2.961969,2.85913,2.7811447,2.7248407,2.680538,2.6279003,2.5471142,2.4458282,2.3378115,2.2369051,2.151292,2.0865015,2.0333399,1.9782629,1.9145063,1.8497265,1.7913233,1.7455738,1.7165033,1.7054226,1.7073072,1.7165443,1.7336256,1.7620579,1.8002563,1.9142475,2.4222378,2.4229599,2.4229727,2.4229727,2.4229727,2.4229727
Vietnam,6.629764,6.489315,6.34499,6.1969696,6.03311,5.847747,5.64042,5.4104996,5.1674404,4.913361,4.656162,4.400816,4.1553947,3.918434,3.698347,3.497007,3.312492,3.146123,2.9999786,2.8698109,2.7609276,2.665561,2.5830235,2.5120932,2.4547102,2.406942,2.3668203,2.333401,2.3048975,2.2798027,2.2560513,2.2333967,2.2107838,2.1892395,2.167099,2.1459291,2.12525,2.106348,2.0852371,2.060163
Yemen,18.469037,17.33799,16.32483,15.452972,14.714737,14.079474,13.535199,13.059962,12.6398186,12.2770645,11.958922,11.684875,11.438788,11.213855,10.977541,10.69599,10.355927,9.953226,9.509605,9.046067,8.589126,8.1433586,7.717162,7.3119,6.930939,6.573485,6.2564342,6.0212345,5.891764,5.8653625,5.8883434,5.8495922,5.8795303,6.0785786,6.0459404,6.0261223,6.1672913,6.1595028,5.968574,6.190894
Zambia,15.800919,16.01865,16.360146,16.773795,17.195747,17.576643,17.885767,18.102776,18.227579,18.294713,18.274236,18.117697,17.818153,17.478918,17.161424,16.859569,16.543542,16.159459,15.5661,14.695192,13.648761,12.5954605,11.5762436,10.672846,9.8915726,9.333735,8.8478386,8.32736,7.873726,7.6546326,7.454717,7.199706,6.9513145,6.822225,6.53261,6.415085,6.4222725,6.2585327,5.96699,5.7691833
Zimbabwe,10.0765465,9.4650154,8.845143,8.291721,7.847852,7.5872604,7.517763,7.657796,7.960112,8.352351,8.759365,9.165906,9.5488884,9.865066,10.0404015,10.075612,9.995381,9.819218,9.617456,9.451764,9.3411476,9.260379,9.286918,9.365081,9.559082,9.623121,9.470335,9.125017,8.610624,8.058766,7.214632,6.622255,6.2608578,6.0471767,5.7870407,5.6175125,5.368769,5.2665886,5.17696,4.9521973
